trial_id,title,intervention_name,condition,phase,status,source_database
NCT02964650,Optimising Pacemaker Therapy for Contractility,Personalised rate-response settings,Chronic Heart Failure,PHASE2,COMPLETED,ClinicalTrials.gov
NCT01202006,Strategy to Recognize and Initiate Treatment of Chronic Heart Failure,Training of general practitioners in an uptitration protocol.,Heart Failure,NA,COMPLETED,ClinicalTrials.gov
NCT06521489,Asymmetrical HFNCO vs Standard HFNCO Post Cardiac Surgery Patients,Asymmetrical High Flow Nasal Cannula Oxygenation; Conventional High Flow Nasal Cannula Oxygenation,Hypoxemic Respiratory Failure,NA,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT06309550,Provocative Tests for HFpEF,exercise test,Heart Failure With Preserved Ejection Fraction,Not specified,RECRUITING,ClinicalTrials.gov
NCT06510855,DurAVR™ THV EU-EFS,DurAVR™ THV System,Symptomatic Aortic Stenosis; Severe Aortic Valve Stenosis; Aortic Valve Calcification; Aortic Valve Failure; Aortic Valve Disease,NA,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT02610426,Whole Exome Sequencing in Finding Causative Variants in Germline DNA Samples From Patients With Congestive Heart Failure Receiving Therapy for Breast Cancer,Laboratory Biomarker Analysis,Breast Carcinoma,Not specified,RECRUITING,ClinicalTrials.gov
NCT05129722,"Polydiuretic Therapy for HFpEF, a Randomised Controlled Trial",Low dose combination polydiuretic therapy; Comparator monotherapy empagliflozin,Heart Failure With Preserved Ejection Fraction,PHASE4,TERMINATED,ClinicalTrials.gov
NCT00013039,Computerized Guidelines Enhanced by Symptoms and History: Clinical Effects,Computer reminders,Heart Failure,NA,COMPLETED,ClinicalTrials.gov
NCT02378571,Medication Adherence Telemonitoring to Reduce Heart Failure Readmissions,Medication adherence telemonitoring,Heart Failure,NA,COMPLETED,ClinicalTrials.gov
NCT03227198,IMMNC-HF: IntraMyocardial Injection of Bone Marrow MonoNuclear Cells in Heart Failure (HF) Patients,Intramyocardial injection of stem cell; Placebo,Heart Failure,"PHASE1, PHASE2",UNKNOWN,ClinicalTrials.gov
NCT07107048,Clinical Prospective ranDomized Trial to Evaluate the Non-inferiority of Left Bundle Branch Area Pacing Vs Cardiac ResynchronIzatioN Therapy With ECG guIded AV Optimization,Pacemaker and defibrillator,Heart Failure,NA,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT05541068,Bioimpedance in Overweight and Obese Patients With Acute Heart Failure,Bioimpedance analysis,Heart Failure,NA,COMPLETED,ClinicalTrials.gov
NCT00812487,Glycemic Control and Variability for Congestive Heart Failure Exacerbation,Intravenous insulin; Subcutaneous insulin,Congestive Heart Failure; Diabetes Mellitus,"PHASE1, PHASE2",COMPLETED,ClinicalTrials.gov
NCT06681714,The Validity and Reliability of the Turkish Version of the Heart Failure Somatic Perception Scale,Not specified,Heart Failure,Not specified,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT06648733,Improving Pharmacological Transition of Palliative Care Patients From Inpatient to Outpatient Care,Structured pharmaceutical discharge management,Cancer; Heart Failure; COPD,NA,RECRUITING,ClinicalTrials.gov
NCT05328752,Safety and Tolerability Study of XXB750 in Heart Failure Participants With Reduced or Mildly Reduced Ejection Fraction (HFrEF/HFmrEF),XXB750; Placebo,Heart Failure With Reduced Ejection Fraction (HFrEF); or Heart Failure With Mildly Reduced Ejection Fraction (HFmrEF),PHASE1,COMPLETED,ClinicalTrials.gov
NCT01495078,Telemonitoring and Teleintervention of Heart Failure and Decrease of Non-fatal Events.,Telemonitoring,Heart Failure,NA,COMPLETED,ClinicalTrials.gov
NCT06401343,Use of SGLT2i in noHCM With HFpEF,Empagliflozin 10 MG,Hypertrophic Cardiomyopathy; Heart Failure With Preserved Ejection Fraction,PHASE4,RECRUITING,ClinicalTrials.gov
NCT02877095,Subcutaneous Furosemide in Acute Decompensated Heart Failure Pilot,Furosemide,Acute Heart Failure,PHASE1,COMPLETED,ClinicalTrials.gov
NCT00147706,Does Access to an EHR Patient Portal Influence Chronic Disease Outcomes?,Tailored Healthmedia programs on EHR Patient Portal,Congestive Heart Failure; Diabetes; Cardiovascular Disease,NA,COMPLETED,ClinicalTrials.gov
NCT00629538,Therapeutic Thoracentesis for Patients With Congestive Heart Failure and Large Pleural Effusion,Therapeutic thoracentesis,Congestive Heart Failure; Transudative Pleural Effusion,NA,COMPLETED,ClinicalTrials.gov
NCT02652676,Reversible Pulmonary Artery Banding as Simplified Management of End-stage Dilated Left Ventriculopathy in Early Life,Reversible Pulmonary Artery Banding; GORE-TEX DualMesh EMERGE PLUS Biomaterial,Acute on Chronic Systolic Congestive Heart Failure,NA,TERMINATED,ClinicalTrials.gov
NCT01414309,Prospective Evaluation of Heart Failure Patients With Central Sleep Apnea,Not specified,Central Sleep Apnea; Heart Failure,Not specified,TERMINATED,ClinicalTrials.gov
NCT03494933,Re-evaluation of Optimal Re-synchronisation Therapy in Patients With Chronic Heart Failure,CRT-P implantation; CRT-D implantation,Chronic Heart Failure,NA,TERMINATED,ClinicalTrials.gov
NCT01625663,Heart and Muscle Metabolism in Barth Syndrome,Not specified,Barth Syndrome,Not specified,COMPLETED,ClinicalTrials.gov
NCT00293852,Collaborative Care for Heart Failure Patients With the Metabolic Syndrome,Outpatient clinic follow-up,"Heart Failure, Congestive; Metabolic Syndrome X",NA,COMPLETED,ClinicalTrials.gov
NCT07356843,Palliative Care for People With HF,ADAPT,Congestive Heart Failure; Congestive Heart Failure(CHF); Congestive Heart Failure (CHF); Congestive Heart Failure Chronic,Not specified,RECRUITING,ClinicalTrials.gov
NCT05591443,Artificial Intelligence and Smart Wearable Technologies for Early Detection of Acute Heart Failure,Not specified,Heart Failure，Congestive,Not specified,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT03592108,Benefit of Cheyne-Stokes Respiration Remote Monitoring in CPAP-treated Patients With Obstructive Sleep Apnea to Detect Early Events of Heart Failure.,CSR remote monitoring,Obstructive Sleep Apnea,NA,COMPLETED,ClinicalTrials.gov
NCT03512704,Development of Clinical Prediction Rules and Health Services Research in Patients With Heart Failure,Collection of possible predictors from patient data,Heart Failure,Not specified,COMPLETED,ClinicalTrials.gov
NCT06706791,Effect of Empagliflozin on Quality of Life in Chronic Heart Failure Patients With Diabetes Mellitus Type II,Empagliflozin 10 MG,Chronic Heart Failure,PHASE4,RECRUITING,ClinicalTrials.gov
NCT00668408,LTOT in COPD Patients With Moderate Chronic Hypoxemia and Chronic Heart Failure,LTOT (oxygen therapy); Pharmacological therapy of COPD and CHF,"Lung Diseases, Obstructive; Chronic Heart Failure; Chronic Hypoxemia",PHASE4,UNKNOWN,ClinicalTrials.gov
NCT00873418,Coping Skills and Heart Failure: Outcomes and Mechanisms,Coping skills training,Heart Failure,NA,COMPLETED,ClinicalTrials.gov
NCT03853759,COMPARİSON OF HEART FAİLURE PATİENTS AND HEALTHY PEOPLE İN BALANCE AND GAİT PARAMETERS,Not specified,"Heart Failure,Balance",Not specified,COMPLETED,ClinicalTrials.gov
NCT00600938,Evaluating Use of Deferasirox as Compared to Deferoxamine in Treating Cardiac Iron Overload,Core Study: Deferasirox; Core Study: Deferoxamine; Extension: deferoxamine to deferasirox; Extension: deferasirox to deferoxamine; Deferasirox; Deferoxamine,Transfusional Iron Overload; Transfusional Hemosiderosis,PHASE2,COMPLETED,ClinicalTrials.gov
NCT06137885,REgiStry-based Cardiovascular qUality improvEment Research,Cardiac rehabilitation; Active post-market surveillance of devices; Multi-omics approach to precision medicine; The prescription pattern analysis,Percutaneous Coronary Intervention; Heart Failure; Cardiometabolic Syndrome; Structural Heart Abnormality,Not specified,RECRUITING,ClinicalTrials.gov
NCT06024889,Acute Effects of Furosemide on Hemodynamics and Pulmonary Congestion in Acute Decompensated Heart Failure.,Furosemide Injection,Acute Heart Failure,"PHASE1, PHASE2",COMPLETED,ClinicalTrials.gov
NCT06659289,Hemoperfusion Efferon LPS During Cardiac Surgery Using Cardiopulmonary Bypass,Efferon LPS,Cardiac Disease; Multiple Organ Dysfunction Syndrome,NA,TERMINATED,ClinicalTrials.gov
NCT02393274,Microcirculation in Venoarterial Extracorporeal Membrane Oxygenation Life Support,Extra-corporeal membrane oxygenation life support,Heart Failure; Respiratory Failure,Not specified,COMPLETED,ClinicalTrials.gov
NCT06704633,Sacubitril-valsartan in Patients With Heart Failure With Reduced Ejection Fraction From Rural Tanzania,Sacubitril / Valsartan Oral Tablet,Heart Failure,PHASE4,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT02196038,A Trial of Rehabilitation Therapy in Older Acute Heart Failure Patients,multi-domain rehabilitation intervention; Attention Control,Acute Decompensated Heart Failure,NA,COMPLETED,ClinicalTrials.gov
NCT03980574,Dietary Supplementation in Heart Failure,R Drink,Heart Failure,NA,COMPLETED,ClinicalTrials.gov
NCT02973620,Levosimendan Compassionate Use in Pediatric Patients With Advanced Decompensated Heart Failure,Levosimendan,Heart Decompensation,Not specified,NO_LONGER_AVAILABLE,ClinicalTrials.gov
NCT00060840,The Effects of Nitric Oxide for Inhalation During Left Ventricular Assists Device (LVAD) Implantation,Nitric Oxide; Nitrogen,Congestive Heart Failure,PHASE2,COMPLETED,ClinicalTrials.gov
NCT07257289,Stratification of Arrhythmic Risk and/or Heart Failure Risk in Patients With Hereditary Heart Disease,Not specified,Hereditary Heart Diseases,Not specified,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT00981591,Inhaled Iloprost as an Adjunct to Inhaled Nitric Oxide in Pediatric Critical Care Patients,Iloprost; Placebo,Pulmonary Hypertension; Neonatal Hypoxic Respiratory Failure; Persistent Pulmonary Hypertension of Newborn; Congenital Heart Defects; Acute Respiratory Distress Syndrome,"PHASE1, PHASE2",WITHDRAWN,ClinicalTrials.gov
NCT00182182,Evaluation of a Primary Care Based Heart Failure Management Program,Primary care based disease management strategy,Heart Failure,"PHASE2, PHASE3",UNKNOWN,ClinicalTrials.gov
NCT03063697,"Observational Study to Evaluate the Safety of DILATREND SR Cap. in Korean Patients With Essential Hypertension, Chronic Stable Angina and Congestive Heart Failure",Not specified,Essential Hypertension; Chronic Stable Angina; Congestive Heart Failure,Not specified,UNKNOWN,ClinicalTrials.gov
NCT00166010,Effects of Nesiritide in Pediatric Patients With Heart Failure,Nesiritide,Heart Failure; Ventricular Dysfunction; Heart Decompensation,NA,WITHDRAWN,ClinicalTrials.gov
NCT07317882,Telematic Educational Intervention in Patients With Heart Failure.,Digital health,Heart Failure; Heart Failure Patients,NA,ENROLLING_BY_INVITATION,ClinicalTrials.gov
NCT04853758,Angiotensin Receptor-Neprilysin Inhibition in Chagas Cardiomyopathy With Reduced Ejection Fraction: ANSWER-HF.,Sacubitril / Valsartan Oral Tablet [Entresto]; Enalapril,Chagas Cardiomyopathy,PHASE3,RECRUITING,ClinicalTrials.gov
NCT07394010,Role of Cardiopulmonary Exercise Testing in People With Heart Failure With Preserved Ejection Fraction,Cardiopulmonary Exercise Test,Heart Failure With Preserved Ejection Fraction (HFPEF),Not specified,COMPLETED,ClinicalTrials.gov
NCT04926220,Dynamic Estimation of Cardiac Output in the Operating Room,Trans-esophageal Doppler monitoring; MostCareUP Haemodynamic Monitor; Argos Cardiac Output (CO) Monitor,Interventional Radiology; Surgery; General Anesthesia; Organ Failure; Intensive Care; Hemodynamic Instability; Blood Pressure; Cardiac Output,Not specified,UNKNOWN,ClinicalTrials.gov
NCT05911724,Association Between Inflammatory Biomarkers in CVD Patients on Empagliflozin.,Group I Healthy; CAD-Empagliflozin 10 mg once daily for 6 months before the beginning of the study; HF-Empagliflozin 10 mg once daily for 6 months before the beginning of the study,Stable Angina; Heart Failure,Not specified,COMPLETED,ClinicalTrials.gov
NCT04197635,Short-term Effects of Dapagliflozin on Peak VO2 in HFrEF,Maximal functional capacity by cardiopulmonary exercise testing; Echocardiography; Evaluation of health related quality of life; Submáximal functional capacity assesment by 6 minutes walk test; Clinical evaluation,Heart Failure With Reduced Ejection Fraction,PHASE4,COMPLETED,ClinicalTrials.gov
NCT03621618,"Clinical Assessment of Arterial Dynamic Elastance in ICU Patients, Dependent on Inotropic or Vasopressor Drugs.",dobutamine; norepinephrine,Sepsis; Cardiac Failure Acute,NA,WITHDRAWN,ClinicalTrials.gov
NCT06677489,CKD-Heart: Heart Failure Prediction in Asian CKD Patients,Not specified,Chronic Kidney Disease(CKD),Not specified,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT06362668,EU Sites: Fluid Management of Acute Decompensated Heart Failure With Reprieve Decongestion Management System (FASTR-EU),"Reprieve Decongestion Management System; Diuretic (furosemide, bumetanide, torsemide, hydrochlorothiazide, and/or acetazolamide)",Acute Decompensated Heart Failure,NA,COMPLETED,ClinicalTrials.gov
NCT07349797,MediBeacon® Transdermal GFR System for the Evaluation of Kidney Function in Adults With Heart Failure,Lumitrace; MediBeacon Transdermal Glomerular Filtration Rate Measurement System (tGFR); Iohexol,Glomerular Filtration Rate; Heart Failure,NA,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT05793996,The Prevalence of Iron Deficiency and the Effectiveness of Ferinject® in Patients With HFpEF (ID-HFpEF),Ferinject; Diet therapy,"Chronic Heart Failure; Iron Deficiency, Latent",PHASE4,RECRUITING,ClinicalTrials.gov
NCT04291378,The DBCG Proton Trial: Photon Versus Proton Radiation Therapy for Early Breast Cancer,Proton versus photon radiation therapy,Early Breast Cancer; Radiation Associated Cardiac Failure,NA,RECRUITING,ClinicalTrials.gov
NCT00484770,STARBRITE: A Randomized Pilot Trial of BNP-Guided Therapy in Patients With Advanced Heart Failure,Brain Natriuretic Peptide Levels -- Diagnostic testing; clinical assessment,Congestive Heart Failure,PHASE2,COMPLETED,ClinicalTrials.gov
NCT06386094,Cardiac Dysfunction in Patients with Fatty Liver Disease,Echocardiographic assessment,NAFLD; Cardiac Disease; Fatty Liver; MASLD - Metabolic Dysfunction-Associated Steatotic Liver Disease,Not specified,RECRUITING,ClinicalTrials.gov
NCT01475175,Adaptive Cardiac Resynchronization Therapy Optimization at Rest and During Exercise (AdOPT CRT),CRT pacing at rest and during exercise,Heart Failure,NA,TERMINATED,ClinicalTrials.gov
NCT05873881,COLchicine and Thiamine in Heart Failure Due to Ischemic Heart Disease,Colchicine 0.5 MG; Colchicine placebo; Thiamine Mononitrate 300 mg,Heart Failure,PHASE3,RECRUITING,ClinicalTrials.gov
NCT04245605,Invasive Coronary Angiography Early in Ischemic Heart Failure,Coronary angiography,Acute Heart Failure,Not specified,COMPLETED,ClinicalTrials.gov
NCT02693002,Estrogen Diastolic Heart Failure,Estradiol/Norethindrone acetate; Placebo,Menopause,PHASE4,TERMINATED,ClinicalTrials.gov
NCT01739777,Randomized Clinical Trial of Intravenous Infusion Umbilical Cord Mesenchymal Stem Cells on Cardiopathy,ucMSC; Controls,Dilated Cardiomyopathy,"PHASE1, PHASE2",COMPLETED,ClinicalTrials.gov
NCT00818701,Study of Low Dose Nesiritide With or Without Sildenafil in Congestive Heart Failure Patients With Renal Dysfunction,"low dose Nesiritide; nesiritide, Sildenafil",Congestive Heart Failure; Renal Dysfunction,PHASE1,TERMINATED,ClinicalTrials.gov
NCT07082400,Screening and Phenotyping of Pulmonary Hypertension in Heart Failure With Preserved Ejection Fraction .,right heart catheter,Pulmonary Hypertension,NA,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT02340702,Chronic Obstructive Pulmonary Disease (COPD) in Patients Hospitalized for Acute Decompensated Heart Failure.,COPD,Disease,Not specified,WITHDRAWN,ClinicalTrials.gov
NCT03074253,Cardiovascular Imaging and Biomarker Analyses (CIBER),Echocardiography; magnetic resonance imaging; computed tomography; blood withdrawl,Coronary Artery Disease; Heart Diseases; Heart Failure,Not specified,UNKNOWN,ClinicalTrials.gov
NCT04474639,Determination of Diastolic Dysfunction by Single Lead Electrocardiogram,echocardiographic examination,Diastolic Function,Not specified,COMPLETED,ClinicalTrials.gov
NCT01408875,Cardiac Rehabilitation and Low Frequency Electrical MyoStimulation in Chronic Heart Failure,Low electrical myostimulation,Chronic Heart Failure,NA,COMPLETED,ClinicalTrials.gov
NCT02432092,Pediatric Cardiomyopathy Mutation Analysis,Not specified,Cardiomyopathies; Dilated Cardiomyopathy; Hypertrophic Cardiomyopathy; Restrictive Cardiomyopathy; Arrhythmogenic Right Ventricular Cardiomyopathy; Left Ventricular Non-compaction Cardiomyopathy,Not specified,RECRUITING,ClinicalTrials.gov
NCT01707277,The Effects of Inspiratory Muscle Training in Patients With Heart Failure With Preserved Ejection Fraction,Inspiratory muscle training; Usual care,Heart Failure,NA,COMPLETED,ClinicalTrials.gov
NCT01906957,Cognition and Exercise Training,high intensity interval training (HIIT); moderate intensity continuous exercise training,Metabolic Syndrome; Coronary Heart Disease; Chronic Heart Failure,NA,TERMINATED,ClinicalTrials.gov
NCT02499601,CORolla® TAA for Heart Failure With Preserved Ejection Fraction (HFpEF) and Diastolic Dysfunction (DD),CORolla™ TAA device,Diastolic Heart Failure; Diastolic Dysfunction,NA,UNKNOWN,ClinicalTrials.gov
NCT05283512,Intravenous vs. Oral Hydration to Reduce the Risk of Post-Contrast Acute Kidney Injury After Intravenous Contrast-Enhanced Computed Tomography in Patients With Severe Chronic Kidney Disease,Preventive treatment with IV-hydration; Preventive treatment with oral hydration,"Contrast-induced Nephropathy; Kidney Injury; Kidney Failure, Chronic; Risk Reduction",NA,RECRUITING,ClinicalTrials.gov
